key,name,kind,tier,lat,lon,from,until,locations,km,uri,why
pl-171403,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171403,
pl-171404,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171404,
pl-171406,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171406,
pl-171407,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171407,
pl-171408,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171408,
pl-171409,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171409,
pl-171410,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171410,
pl-171411,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171411,
pl-171412,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171412,
pl-171413,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171413,
pl-171414,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171414,
pl-171415,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171415,
pl-171416,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171416,
pl-171417,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171417,
pl-171418,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171418,
pl-171419,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171419,
pl-171420,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171420,
pl-171421,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171421,
pl-171422,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171422,
pl-171423,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171423,
pl-171424,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171424,
pl-171425,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171425,
pl-171426,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171426,
pl-171427,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171427,
pl-171428,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171428,
pl-171429,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171429,
pl-171430,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171430,
pl-171431,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171431,
pl-171432,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171432,
